urn:cts:latinLit:phi0690.phi002:1.86	sive inde occultas viris et pabula terrae
urn:cts:latinLit:phi0690.phi002:1.87	pinguia concipiunt, sive illis omne per ignem
urn:cts:latinLit:phi0690.phi002:1.88	excoquitur vitium atque exsudat inutilis humor,
urn:cts:latinLit:phi0690.phi002:1.89	seu pluris calor ille vias et caeca relaxat
urn:cts:latinLit:phi0690.phi002:1.90	spiramenta, novas veniat qua sucus in herbas,
urn:cts:latinLit:phi0690.phi002:1.91	seu durat magis et venas adstringit hiantis,
urn:cts:latinLit:phi0690.phi002:1.92	ne tenues pluviae rapidive potentia solis
urn:cts:latinLit:phi0690.phi002:1.93	acrior aut Boreae penetrabile frigus adurat.
urn:cts:latinLit:phi0690.phi002:1.94	Multum adeo, rastris glaebas qui frangit inertis
urn:cts:latinLit:phi0690.phi002:1.95	vimineasque trahit cratis, iuvat arva, neque illum
urn:cts:latinLit:phi0690.phi002:1.96	flava Ceres alto nequiquam spectat Olympo;
urn:cts:latinLit:phi0690.phi002:1.97	et qui, proscisso quae suscitat aequore terga,
urn:cts:latinLit:phi0690.phi002:1.98	rursus in obliquum verso perrumpit aratro,
urn:cts:latinLit:phi0690.phi002:1.99	exercetque frequens tellurem atque imperat arvis.
urn:cts:latinLit:phi0690.phi002:1.100	Humida solstitia atque hiemes orate serenas,
urn:cts:latinLit:phi0690.phi002:1.101	agricolae; hiberno laetissima pulvere farra,
urn:cts:latinLit:phi0690.phi002:1.102	laetus ager: nullo tantum se Mysia cultu
urn:cts:latinLit:phi0690.phi002:1.103	iactat et ipsa suas mirantur Gargara messis.
urn:cts:latinLit:phi0690.phi002:1.104	Quid dicam, iacto qui semine comminus arva
urn:cts:latinLit:phi0690.phi002:1.105	insequitur cumulosque ruit male pinguis harenae
urn:cts:latinLit:phi0690.phi002:1.106	deinde satis fluvium inducit rivosque sequentis
urn:cts:latinLit:phi0690.phi002:1.107	et, cum exustus ager morientibus aestuat herbis,
urn:cts:latinLit:phi0690.phi002:1.108	ecce supercilio clivosi tramitis undam
urn:cts:latinLit:phi0690.phi002:1.109	elicit. illa cadens raucum per levia murmur
urn:cts:latinLit:phi0690.phi002:1.110	saxa ciet, scatebrisque arentia temperat arva.
urn:cts:latinLit:phi0690.phi002:1.111	Quid qui, ne gravidis procumbat culmus aristis,
urn:cts:latinLit:phi0690.phi002:1.112	luxuriem segetum tenera depascit in herba,
urn:cts:latinLit:phi0690.phi002:1.113	cum primum sulcos aequant sata. quique paludis
urn:cts:latinLit:phi0690.phi002:1.114	collectum humorem bibula deducit harena.
urn:cts:latinLit:phi0690.phi002:1.115	Praesertim incertis si mensibus amnis abundans
urn:cts:latinLit:phi0690.phi002:1.116	exit et obducto late tenet omnia limo,
urn:cts:latinLit:phi0690.phi002:1.117	unde cavae tepido sudant humore lacunae.
urn:cts:latinLit:phi0690.phi002:1.118	Nec tamen, haec cum sint hominumque boumque labores
urn:cts:latinLit:phi0690.phi002:1.119	versando terram experti, nihil inprobus anser
urn:cts:latinLit:phi0690.phi002:1.120	Strymoniaeque grues et amaris intiba fibris
urn:cts:latinLit:phi0690.phi002:1.121	officiunt aut umbra nocet. Pater ipse colendi
urn:cts:latinLit:phi0690.phi002:1.122	haud facilem esse viam voluit, primusque per artem
urn:cts:latinLit:phi0690.phi002:1.123	movit agros curis acuens mortalia corda
urn:cts:latinLit:phi0690.phi002:1.124	nec torpere gravi passus sua regna veterno.
urn:cts:latinLit:phi0690.phi002:1.125	Ante Iovem nulli subigebant arva coloni;
urn:cts:latinLit:phi0690.phi002:1.126	ne signare quidem aut partiri limite campum
urn:cts:latinLit:phi0690.phi002:1.127	fas erat: in medium quaerebant ipsaque tellus
urn:cts:latinLit:phi0690.phi002:1.128	omnia liberius nullo poscente ferebat.
urn:cts:latinLit:phi0690.phi002:1.129	Ille malum virus serpentibus addidit atris
urn:cts:latinLit:phi0690.phi002:1.130	praedarique lupos iussit pontumque moveri,
urn:cts:latinLit:phi0690.phi002:1.131	mellaque decussit foliis ignemque removit
urn:cts:latinLit:phi0690.phi002:1.132	et passim rivis currentia vina repressit,
urn:cts:latinLit:phi0690.phi002:1.133	ut varias usus meditando extunderet artis
urn:cts:latinLit:phi0690.phi002:1.134	paulatim et sulcis frumenti quaereret herbam.
urn:cts:latinLit:phi0690.phi002:1.136	Tunc alnos primum fluvii sensere cavatas;
urn:cts:latinLit:phi0690.phi002:1.137	navita tum stellis numeros et nomina fecit,
urn:cts:latinLit:phi0690.phi002:1.138	Pleiadas, Hyadas, claramque Lycaonis Arcton;
urn:cts:latinLit:phi0690.phi002:1.139	tum laqueis captare feras et fallere visco
