ID,Label,Alphabetic,Numeric,Punctuation,Editorial
urn:cite2:flag:charsets:latin1:,Basic Latin with i/j and u/v distinct,eiautsrnmocpldbqvgfxhyzk+,ivxlcm,.;:(),*
